Text,link,year,aspect,sentiment,prob
Elle doit conseiller Teodoro Obiang arrivé à la tête du pays en 1979 par un putsch contre son oncle et aujourd hui toujours au pouvoir,https://www.lemonde.fr/afrique/article/2016/08/10/en-afrique-les-liaisons-dangereuses-de-paul-manafort-directeur-de-campagne-de-trump_4980994_3212.html,2016.0,oncle,Negative,0.9852458834648132
En discutant avec son oncle elle découvre l ébéniste congolais qu un de ses proches connaît,https://www.lemonde.fr/afrique/article/2016/08/11/la-chaise-design-de-la-pasionaria-du-bois-africain-et-de-l-ebeniste-de-mobutu_4981483_3212.html,2016.0,oncle,Positive,0.9767526984214783
Sur l écran de son smartphone un bel homme en uniforme coupe afro et ceinture à munitions c est son oncle Assefa parti en Israël il y a six ans,https://www.lemonde.fr/afrique/article/2016/09/21/la-difficile-alya-des-derniers-juifs-d-ethiopie_5001513_3212.html,2016.0,oncle,Positive,0.9687424302101135
Après les cris et les larmes après la douleur le silence s est fait sur l histoire de cet oncle et je ne la reconstitue ici qu à ma manière en la devinant en l inventant avec peine et erreurs surprise de rencontrer encore des historiens ou d anciens maquisards respectueux plus renseignés que moi sur le lien de ma famille avec la grande histoire du pays,https://www.lemonde.fr/afrique/article/2016/10/03/kidi-bebey-au-nom-du-pere_5007470_3212.html,2016.0,oncle,Negative,0.9914233088493347
A son oncle fataliste qui répète Dieu seul le sait elle rétorque Dieu seul le sait,https://www.lemonde.fr/afrique/article/2016/11/28/une-serie-radio-raconte-les-annees-boumediene-et-l-algerie-d-aujourd-hui_5039673_3212.html,2016.0,oncle,Negative,0.984509289264679
Elle découvre aussi l impossible solitude de l invité accompagné partout où il va par un oncle un cousin un membre de la famille,https://www.lemonde.fr/afrique/article/2016/11/28/une-serie-radio-raconte-les-annees-boumediene-et-l-algerie-d-aujourd-hui_5039673_3212.html,2016.0,oncle,Positive,0.9910066723823547
L oncle étant obligé d abandonner son business pour l entreprise bien plus complexe qu est le redressement de la Gambie c est lui le neveu à la barbichette qui prendra la tête de l agence,https://www.lemonde.fr/afrique/article/2016/12/03/adama-barrow-un-self-made-man-a-la-tete-de-la-gambie_5042847_3212.html,2016.0,oncle,Negative,0.9092057943344116
Patrice Lumumba icône africaine de la décolonisation premier premier ministre du Zaïre indépendant assassiné en 1961 était son grand oncle maternel,https://www.lemonde.fr/afrique/article/2016/12/22/jean-jacques-lumumba-banquier-congolais-exile-et-denonciateur-du-systeme-kabila_5053068_3212.html,2016.0,oncle,Positive,0.9073075652122498
Des procédures ont également été engagées en France contre Denis Sassou Nguesso le président du Congo les héritiers du Gabonais Omar Bongo l ex président centrafricain François Bozizé ou Rifaat Al Assad l oncle du président syrien,https://www.lemonde.fr/afrique/article/2017/01/04/bien-mal-acquis-le-proces-de-teodorin-obiang-reporte-en-juin_5057810_3212.html,2017.0,oncle,Positive,0.7775459885597229
Lui n avait que 1 an lorsque ses parents commerçants quittèrent Tiaret à 300 km au sud ouest d Alger pour s installer en France à Bordeaux où un oncle est joueur de football au sein des Girondins,https://www.lemonde.fr/afrique/article/2017/02/20/mohamed-skander-nouveau-leader-des-jeunes-patrons-algeriens_5082555_3212.html,2017.0,oncle,Positive,0.9732862114906311
L oncle de Collins qui a fait des études aux Etats Unis ne comprend rien au code informatique,https://www.lemonde.fr/afrique/article/2017/03/13/au-cameroun-un-petit-genie-du-code-prime-par-google-et-prive-d-internet-par-yaounde_5093858_3212.html,2017.0,oncle,Negative,0.9941487312316895
Pas d école pas de Google Mais l oncle Jonathan n est pas le seul financement de Collins,https://www.lemonde.fr/afrique/article/2017/03/13/au-cameroun-un-petit-genie-du-code-prime-par-google-et-prive-d-internet-par-yaounde_5093858_3212.html,2017.0,oncle,Positive,0.9646046161651611
Mes parents mon oncle et mon mentor m ont donné le reste et surtout des conseils pour le concours 2016,https://www.lemonde.fr/afrique/article/2017/03/13/au-cameroun-un-petit-genie-du-code-prime-par-google-et-prive-d-internet-par-yaounde_5093858_3212.html,2017.0,oncle,Positive,0.9983749389648438
L hommage au camarade Kathy appelé aussi oncle Kathy est des plus vibrant une ode à tout ce que l ANC porte en lui de meilleur rappel de faits historiques vision universelle etc,https://www.lemonde.fr/afrique/article/2017/03/29/afrique-du-sud-le-ton-monte-aux-obseques-d-ahmed-kathrada_5102797_3212.html,2017.0,oncle,Positive,0.9908366203308105
Ma progression est laborieuse je dois m arrêter tous les 50 mètres pour saluer un grand frère un oncle un parent parfois même un téléspectateur un auditeur ou un lecteur,https://www.lemonde.fr/afrique/article/2017/04/21/chronique-d-un-retour-a-diffa-ville-de-ma-jeunesse-merveilleuse-engloutie-par-boko-haram_5115319_3212.html,2017.0,oncle,Positive,0.9924772381782532
Je garde l œil rivé sur ma montre pour éviter le piège du couvre feu mais je m autorise une halte chez mon oncle feu Boukar Garbaye pour voir l un des sept petits enfants qui se prénomme Seidik,https://www.lemonde.fr/afrique/article/2017/04/21/chronique-d-un-retour-a-diffa-ville-de-ma-jeunesse-merveilleuse-engloutie-par-boko-haram_5115319_3212.html,2017.0,oncle,Positive,0.9848598837852478
Tout a démarré il y a un an avec le chef traditionnel Kamwina Nsapu de son vrai nom Jean Pierre Mpandi qui à défaut d être reconnu par l Etat central comme successeur de son oncle décédé en 2012 a amorcé un début de sédition contre le régime de Joseph Kabila,https://www.lemonde.fr/afrique/article/2017/04/26/au-kasai-un-conflit-coutumier-qui-degenere-en-sale-guerre_5118087_3212.html,2017.0,oncle,Negative,0.859296441078186
J ai été obligée de partir chez mon oncle sa maison est située juste derrière le lycée souffle une élève anglophone de 16 ans,https://www.lemonde.fr/afrique/article/2017/05/05/malgre-le-retablissement-d-internet-la-crise-est-loin-d-etre-finie-dans-le-cameroun-anglophone_5123174_3212.html,2017.0,oncle,Positive,0.9777556657791138
La Marocaine Merieme Addou produit quant à elle le projet de sa compatriote Zineb Chafchaouani Moussaoui Pour les âmes pendues portrait intime de l oncle de la réalisatrice militant contre la peine de mort qui a été emprisonné neuf ans sous Hassan II,https://www.lemonde.fr/afrique/article/2017/05/23/a-agadir-un-atelier-pour-que-le-sud-produise-mieux-ses-documentaires-et-les-fasse-connaitre-au-nord_5132721_3212.html,2017.0,oncle,Positive,0.6074782013893127
tempête Pascal Bazié l oncle d un des deux civils tués,https://www.lemonde.fr/afrique/article/2017/05/29/au-burkina-faso-les-milices-d-autodefense-echappent-peu-a-peu-au-controle-des-autorites_5135573_3212.html,2017.0,oncle,Negative,0.9587116241455078
Nasser Zefzafi lui même a mis en avant l histoire de sa famille son père est un ancien militant de l Union socialiste des forces populaires son grand père fut ministre de l intérieur sous le gouvernement d Abdelkrim Al Khattabi et son oncle qui a participé à la révolte de 1958 1959,https://www.lemonde.fr/afrique/article/2017/07/20/la-longevite-du-hirak-s-explique-par-l-absence-de-democratie-locale_5163053_3212.html,2017.0,oncle,Positive,0.9596930742263794
L indifférence des autorités le cynisme comme ces propos indignes d un homme politique Jean de Dieu Mutabazi qui écrira dans un tweet indigne que Jean Bigirimana est en vacances chez son oncle,https://www.lemonde.fr/afrique/article/2017/07/22/non-le-journaliste-burundais-jean-bigirimana-n-est-pas-en-vacances_5163807_3212.html,2017.0,oncle,Negative,0.9548157453536987
Leurs grands frères et leur oncle ne seront pas encore rentrés,https://www.lemonde.fr/afrique/article/2017/08/16/une-journee-avec-janet-adu-presidente-des-bidonvilles-du-ghana_5173078_3212.html,2017.0,oncle,Positive,0.9890005588531494
Et le Syrien Rifaat Al Assad oncle de Bachar Al Assad a été mis en examen à l été 2016,https://www.lemonde.fr/afrique/article/2017/10/27/teodorin-obiang-premier-condamne-dans-l-affaire-dite-des-biens-mal-acquis_5207016_3212.html,2017.0,oncle,Negative,0.9149114489555359
S il arrive qu une famille confie une fille à des parents souvent un oncle ou une tante afin qu elle se rapproche de son école et étudie dans de meilleures conditions il s agit aussi parfois de la faire travailler dans un restaurant sur les marchés ou dans les champs afin qu elle rapporte quelques subsides,https://www.lemonde.fr/afrique/article/2018/02/11/au-benin-la-scolarisation-des-filles-reste-un-combat_5255188_3212.html,2018.0,oncle,Neutral,0.7676588296890259
Son but était très clair rejoindre Nantes en France où vivent son grand frère et son oncle ainsi qu une importante communauté originaire de Redeyef,https://www.lemonde.fr/afrique/article/2018/04/24/la-detresse-sociale-en-tunisie-a-l-origine-d-une-nouvelle-vague-d-emigration_5289984_3212.html,2018.0,oncle,Positive,0.9826498031616211
Un récit de mon grand oncle m avait marqué des zébus sortent tous les jours de la mer et on n a pas le droit de regarder cet instant,https://www.lemonde.fr/afrique/article/2018/04/29/l-abecedaire-poetique-de-l-ecrivain-malgache-raharimanana_5292299_3212.html,2018.0,oncle,Positive,0.9177883863449097
A l âge de 4 ans il est confié à un oncle originaire de la partie espagnole du Maroc qui dirige un cirque,https://www.lemonde.fr/afrique/article/2018/05/13/theodor-michael-wonja-dernier-survivant-noir-des-camps-de-travail-nazis_5298328_3212.html,2018.0,oncle,Positive,0.5533912181854248
Cette Sud Soudanaise élevée en Ouganda ne voulait pas être mariée de force à un grand oncle au sortir de l enfance,https://www.lemonde.fr/afrique/article/2018/06/13/au-kenya-des-refugies-se-racontent-pour-changer-le-regard-sur-l-exil_5314460_3212.html,2018.0,oncle,Positive,0.900642991065979
Je n avais pas assez pour acheter une place et les parents ne m autorisaient pas y aller alors avec les amis on grimpait dans le manguier de la cour de mon oncle pour regarder l écran de loin,https://www.lemonde.fr/afrique/article/2018/07/22/le-cine-guimbi-salle-mythique-des-cinephiles-burkinabes-renait-pas-a-pas_5334676_3212.html,2018.0,oncle,Negative,0.5758601427078247
Un jour il a arrêté son oncle ici même raconte son co équipier qui ne cache pas sa fierté de travailler avec un tel collègue,https://www.lemonde.fr/afrique/article/2018/08/10/amoul-yakar-le-policier-senegalais-a-qui-on-ne-glisse-pas-un-billet-dans-le-permis_5341376_3212.html,2018.0,oncle,Negative,0.8639742136001587
Son oncle lui inspire toujours de la crainte et sa seule parente une tante maternelle vit en Sierra Leone,https://www.lemonde.fr/afrique/article/2018/12/10/de-reims-a-conakry-le-retour-force-et-les-reves-avortes-de-mouminy_5395406_3212.html,2018.0,oncle,Negative,0.9817843437194824
Comme le veut la tradition il a été placé sous la tutelle de son oncle paternel et séparé de sa mère qui déménage alors dans l intérieur du pays,https://www.lemonde.fr/afrique/article/2018/12/10/de-reims-a-conakry-le-retour-force-et-les-reves-avortes-de-mouminy_5395406_3212.html,2018.0,oncle,Positive,0.944000244140625
Un argument de plus pour les marabouts et féticheurs qui entourent l oncle et lui conseillent de se méfier de cet enfant qui serait la source de tous ses problèmes financiers notamment,https://www.lemonde.fr/afrique/article/2018/12/10/de-reims-a-conakry-le-retour-force-et-les-reves-avortes-de-mouminy_5395406_3212.html,2018.0,oncle,Positive,0.5288537740707397
Témoin de mon supplice durant ces trois années mon oncle a décidé de m épauler,https://www.lemonde.fr/afrique/article/2018/12/27/au-mali-l-amour-impossible-de-mariame-la-noble-et-oumar-le-griot_5402802_3212.html,2018.0,oncle,Positive,0.9970797896385193
J ai séjourné chez mon oncle entourée de mes cousines qui ont été d un grand soutien,https://www.lemonde.fr/afrique/article/2018/12/27/au-mali-l-amour-impossible-de-mariame-la-noble-et-oumar-le-griot_5402802_3212.html,2018.0,oncle,Positive,0.9944108128547668
Mon oncle soulagé en a informé mon père et l a calmé,https://www.lemonde.fr/afrique/article/2018/12/27/au-mali-l-amour-impossible-de-mariame-la-noble-et-oumar-le-griot_5402802_3212.html,2018.0,oncle,Positive,0.9750339388847351
Sinon que deviendront ces jeunes filles innocentes violées et parfois même engrossées par un proche un père un oncle un ami de la famille,https://www.lemonde.fr/afrique/article/2018/12/29/monsieur-le-president-la-guinee-doit-proteger-ses-filles-de-l-excision-du-viol-et-du-mariage-precoce_5403467_3212.html,2018.0,oncle,Negative,0.9917379021644592
C est un homme qui travaille pour l intérêt général et il ne craint personne assure Djiby Sall son oncle de 81 ans,https://www.lemonde.fr/afrique/article/2019/02/12/senegal-a-matam-macky-sall-en-campagne-vante-son-bilan-de-batisseur_5422596_3212.html,2019.0,oncle,Positive,0.7538363337516785
Pour Awa une jeune femme réfugiée chez son oncle à Gorgadji impossible de retourner chez elle,https://www.lemonde.fr/afrique/article/2019/03/18/au-burkina-faso-le-difficile-exil-des-rescapes-du-terrorisme_5437871_3212.html,2019.0,oncle,Positive,0.5395156145095825
Il est allé poursuivre ses études à Casablanca où il vivait chez un oncle,https://www.lemonde.fr/afrique/article/2019/03/29/au-maroc-la-vie-cachee-des-convertis-au-protestantisme-evangelique_5443312_3212.html,2019.0,oncle,Positive,0.9532699584960938
Un jour l oncle a appelé mes parents pour leur dire de venir en urgence relate cet informaticien de 38 ans,https://www.lemonde.fr/afrique/article/2019/03/29/au-maroc-la-vie-cachee-des-convertis-au-protestantisme-evangelique_5443312_3212.html,2019.0,oncle,Negative,0.6970313787460327
Mon père l a renié mon oncle l a chassé de chez lui et il s est retrouvé à la rue se souvient Zouhair,https://www.lemonde.fr/afrique/article/2019/03/29/au-maroc-la-vie-cachee-des-convertis-au-protestantisme-evangelique_5443312_3212.html,2019.0,oncle,Negative,0.9903125762939453
