Text,date,link,year
"Sa soeur, Yannick, a sept ans de moins",2006-11-15,https://www.lemonde.fr/a-la-une/article/2006/11/15/michele-alliot-marie-la-cheftaine_834712_3208.html,2006
"Ludivine est jeune et chacun sait qu'elle est la fille de Yannick, la soeur de Michèle, atteinte d'une sclérose en plaques",2006-11-15,https://www.lemonde.fr/a-la-une/article/2006/11/15/michele-alliot-marie-la-cheftaine_834712_3208.html,2006
"Elle y a emmené Ludivine, sa nièce, après la mort, il y a deux ans, de sa soeur Yannick",2006-11-15,https://www.lemonde.fr/a-la-une/article/2006/11/15/michele-alliot-marie-la-cheftaine_834712_3208.html,2006
" Il y avait aussi ces vides étranges autour des vieilles femmes, ""cette absence de frères, de soeurs, de parents, de relations"", note Rahsan Cebe",2007-02-26,https://www.lemonde.fr/a-la-une/article/2007/02/26/ma-grand-mere-turque-etait-armenienne_876353_3208.html,2007
"Je croyais qu'elle me flattait, parce que j'étais moins jolie que ma soeur",2007-02-26,https://www.lemonde.fr/a-la-une/article/2007/02/26/ma-grand-mere-turque-etait-armenienne_876353_3208.html,2007
"Après la mort de ma mère, mon père, qui était fonctionnaire, nous a emmenés, ma soeur et moi, vivre chez notre grand-mère (",2007-02-26,https://www.lemonde.fr/a-la-une/article/2007/02/26/ma-grand-mere-turque-etait-armenienne_876353_3208.html,2007
"Ma femme le porte, pas ma soeur",2007-11-19,https://www.lemonde.fr/a-la-une/article/2007/11/19/anwar-ibrahim-le-retour-de-m-propre_980018_3208.html,2007
" Nicolas, l'aîné des frères (car l'ombre d'une soeur plane au sommet de tous), est considéré comme l'un des auteurs français de bande dessinée les plus singuliers de sa génération",2008-07-26,https://www.lemonde.fr/a-la-une/article/2008/07/26/les-crecy-mousquetaires-de-la-creation_1077505_3208.html,2008
"Avec Béatrice la grande soeur, styliste de son état (encore le dessin",2008-07-26,https://www.lemonde.fr/a-la-une/article/2008/07/26/les-crecy-mousquetaires-de-la-creation_1077505_3208.html,2008
"Béatrice, la soeur, monte son bureau de style, un autre exemple pour Etienne et Geoffroy, tous deux à la tête de leur société",2008-07-26,https://www.lemonde.fr/a-la-une/article/2008/07/26/les-crecy-mousquetaires-de-la-creation_1077505_3208.html,2008
"Elle disait que j'étais le portrait de sa soeur et était persuadée que nous étions parents, raconte Kine Diop, une vendeuse de souvenirs de Gorée",2013-06-26,https://www.lemonde.fr/a-la-une/article/2013/06/26/africadn-le-business-des-tests-genetiques_3437222_3208.html,2013
"Ma soeur Hélène, psychomotricienne, n'est pas du tout d'accord, elle respecte le choix de maman, mais elle ne veut participer à aucune démarche en ce sens",2013-06-30,https://www.lemonde.fr/a-la-une/article/2013/06/30/j-ai-aide-ma-mere-a-mourir_3439066_3208.html,2013
" VENDREDI 15 AVRIL Le prix de l'acte scandalise ma soeur, ""il doit se faire un fric fou",2013-06-30,https://www.lemonde.fr/a-la-une/article/2013/06/30/j-ai-aide-ma-mere-a-mourir_3439066_3208.html,2013
" Il était midi, ma mère, ma soeur et moi étions là, mon père a avalé ses 70 comprimés, il nous a chaleureusement remerciés d'être à ses côtés, il nous a embrassés, et nous a dit adieu, il était très ému",2013-06-30,https://www.lemonde.fr/a-la-une/article/2013/06/30/j-ai-aide-ma-mere-a-mourir_3439066_3208.html,2013
"C'était pesant, mon père respirait de plus en plus lentement, il devenait froid, et ma soeur était plus bouleversée que jamais de n'avoir su le convaincre de rester",2013-06-30,https://www.lemonde.fr/a-la-une/article/2013/06/30/j-ai-aide-ma-mere-a-mourir_3439066_3208.html,2013
"A la maison, ils ont trois salaires pour huit, sans compter les autres emprunts, la télé ou le mariage d'une soeur",2013-07-14,https://www.lemonde.fr/a-la-une/article/2013/07/14/bursa-la-turquie-loin-de-la-contestation_3447441_3208.html,2013
"Là, les soeurs ouvrent un guichet et lui remettent des faux papiers",2013-09-28,https://www.lemonde.fr/a-la-une/article/2013/09/28/le-silence-du-juste-gino-bartali_3486314_3208.html,2013
"Un livre, Road to Valor (non traduit), écrit en 2012 par deux Canadiens frère et soeur, Aili et Andres McConnon, fait désormais référence sur la face cachée du champion",2013-09-28,https://www.lemonde.fr/a-la-une/article/2013/09/28/le-silence-du-juste-gino-bartali_3486314_3208.html,2013
"Il a placé ses hommes dans les services de sécurité, comme Assef Chawkat, le mari de sa soeur Bouchra, promu patron du renseignement",2013-09-29,https://www.lemonde.fr/a-la-une/article/2013/09/29/bachar-al-assad-le-survivant_3486796_3208.html,2013
Mais sa petite soeur française n'est pas en reste,2013-11-29,https://www.lemonde.fr/a-la-une/article/2013/11/29/communautes-virtuelles_3523063_3208.html,2013
"Chargé de l'enquête, le service de police judiciaire de Lille établit en quelques semaines que s'il a bien vécu à la Tour du Renard, et s'il a bien une soeur dans la police, rien ne permet de faire figurer Dany Camparini parmi les suspects du drame d'Outreau",2005-12-03,https://www.lemonde.fr/actualite-medias/article/2005/12/03/quand-la-presse-allonge-la-liste-des-suspects_717153_3236.html,2005
"Son budget (1,4 million d'euros financé par les collectivités locales) est deux fois inférieur à celui de sa ""soeur""",2006-02-14,https://www.lemonde.fr/actualite-medias/article/2006/02/14/tele-des-populations-et-tele-des-ediles_741223_3236.html,2006
"Sa soeur a été tuée parce qu'elle était chiite, son cousin aussi",2006-07-08,https://www.lemonde.fr/actualite-medias/article/2006/07/08/les-shooters-de-bagdad_793553_3236.html,2006
"Le premier met en scène un frère et une soeur qui, dans le secret de leur chambre, imaginent ce que serait leur vie s'ils étaient présidents",2007-06-16,https://www.lemonde.fr/actualite-medias/article/2007/06/16/canal-j-offre-une-vitrine-aux-futurs-talents-de-l-animation_924275_3236.html,2007
"Retiré en 1936 à l'abbaye de Saint-Benoît-sur-Loire, le poète aura sollicité une dernière fois le peintre devenu illustre, ainsi que ses anciens amis Jean Cocteau et Sacha Guitry pour sauver - en vain - sa soeur de la déportation",2007-06-26,https://www.lemonde.fr/actualite-medias/article/2007/06/26/max-jacob-le-dernier-role-interprete-par-jean-claude-brialy_928192_3236.html,2007
"Trois cents pages, parfois drôles, souvent poignantes, pour raconter ses blessures (la mort de sa soeur à l'âge de 7 ans, celle de sa deuxième fille âgée de 3 mois), sa dépendance, sa vie quotidienne d'alcoolique et sa cure de désintoxication dans une clinique suisse",2007-09-27,https://www.lemonde.fr/actualite-medias/article/2007/09/27/herve-chabalier-vieux-sage-des-medias_960214_3236.html,2007
"La question est d'autant plus d'actualité que son frère et sa soeur, écartés de la succession, sortent soudain leurs griffes",2008-02-01,https://www.lemonde.fr/actualite-medias/article/2008/02/01/la-bataille-de-succession-a-la-tete-de-l-empire-murdoch-ne-fait-que-commencer_1006288_3236.html,2008
" James Murdoch doit aussi compter avec les ambitions nouvelles de sa soeur Elizabeth, 40 ans",2008-02-01,https://www.lemonde.fr/actualite-medias/article/2008/02/01/la-bataille-de-succession-a-la-tete-de-l-empire-murdoch-ne-fait-que-commencer_1006288_3236.html,2008
"Lui, ça l'a renforcé"", juge Catherine Demorand, sa soeur aînée",2008-10-20,https://www.lemonde.fr/actualite-medias/article/2008/10/20/nicolas-demorand-entre-deux-ondes_1108887_3236.html,2008
"Pas question qu'elles attentent à l'honneur de la famille si ce sont leurs soeurs, qu'elles les éconduisent si ce sont leurs copines, qu'elles se fassent « trouer » par d'autres et s'habillent sexy",2010-09-04,https://www.lemonde.fr/actualite-medias/article/2010/09/04/la-barbarie-machiste-au-quotidien_1406668_3236.html,2010
"Okito, 18 ans, aîné d'une fratrie de cinq enfants, reconnaît avoir fait « pisser le sang » à sa soeur âgée de 15 ans au motif qu'elle était rentrée tard",2010-09-04,https://www.lemonde.fr/actualite-medias/article/2010/09/04/la-barbarie-machiste-au-quotidien_1406668_3236.html,2010
"Aux Ulis, la soeur de l'un des accusés a été envoyée en mission commandée pour nous insulter",2010-09-04,https://www.lemonde.fr/actualite-medias/article/2010/09/04/sihem-habchi-il-n-y-aura-pas-de-miracle-si-on-ne-met-pas-en-uvre-l-egalite-hommes-femmes_1406669_3236.html,2010
Quel est le magazine qui peut se vanter d'avoir aidé 100 000 personnes à trouver l'âme soeur,2011-07-16,https://www.lemonde.fr/actualite-medias/article/2011/07/16/le-chasseur-francais-se-recentre-sur-la-ruralite_1549545_3236.html,2011
" ÉCRAN ET PAVÉ TACTILES A première vue, la PS Vita ressemble à s'y méprendre à sa grande soeur, même si l'écran, plus grand (5 pouces au format 16/9), lui confère un aspect imposant",2012-02-17,https://www.lemonde.fr/actualite-medias/article/2012/02/17/les-paris-ludiques-de-la-ps-vita_1645058_3236.html,2012
"Il poursuit, intarissable : ""Lorsqu'une équipe de télévision va chez la soeur de Mohamed Merah avec des micros dissimulés et lui fait dire qu'elle est antisémite, c'est des méthodes de policiers",2013-04-18,https://www.lemonde.fr/actualite-medias/article/2013/04/18/aphatie-l-epreuve-irrefutable_3162279_3236.html,2013
"Samedi 17 août, il lance Fox Sports 1 et sa petite soeur Fox Sports 2, deux chaînes câblées entièrement consacrées à l'actualité et aux épreuves sportives",2013-08-17,https://www.lemonde.fr/actualite-medias/article/2013/08/17/aux-etats-unis-fox-se-lance-dans-le-sport-dernier-bastion-de-la-television-payante_3462784_3236.html,2013
"Avec l'aide de deux Algériens habitant Tibéhirine, lui, agronome de formation, s'occupait de l'exploitation des 7 hectares de terres, surtout plantés d'arbres fruitiers ; elle, Soeur Simone, confiait aux jeunes femmes de Tibéhirine des travaux de broderie et de couture vendus à Alger",2006-03-25,https://www.lemonde.fr/afrique/article/2006/03/25/retour-dans-un-monastere-livre-au-silence-et-a-l-oubli_754503_3212.html,2006
"Jusqu'à il y a peu, la religieuse Soeur Simone faisait travailler des dizaines de jeunes femmes à qui elle avait appris la couture et le tricot",2006-03-25,https://www.lemonde.fr/afrique/article/2006/03/25/retour-dans-un-monastere-livre-au-silence-et-a-l-oubli_754503_3212.html,2006
"Sa soeur a épousé un fils de Mobutu, Nzanga, avec lequel il entretient des relations complexes, au point que leurs hommes s'entretuent parfois",2006-10-28,https://www.lemonde.fr/afrique/article/2006/10/28/m-bemba-a-fait-campagne-en-veritable-enfant-du-pays_828561_3212.html,2006
"Dans de nombreux cas, les hommes de la famille sont contraints, sous la menace d'une arme, de violer leur propre fille, leur mère ou leur soeur",2007-07-31,https://www.lemonde.fr/afrique/article/2007/07/31/des-femmes-victimes-de-viols-et-d-esclavagisme-au-congo_940635_3212.html,2007
"Mes parents sont effondrés"", raconte sa soeur",2009-04-04,https://www.lemonde.fr/afrique/article/2009/04/04/alger-se-prepare-sans-passion-a-la-reelection-attendue-du-president-bouteflika-pour-un-troisieme-mandat_1176670_3212.html,2009
"Des vaches paissent, une bonne soeur passe",2009-12-25,https://www.lemonde.fr/afrique/article/2009/12/25/bienvenue-a-nollywood-deuxieme-producteur-mondial-de-films_1284881_3212.html,2009
" Né en 1938 dans une famille de commerçants malinkés plutôt aisés de Boké (Basse-Guinée), Alpha Condé est envoyé dès l'âge de 15 ans chez sa soeur, à Toulouse",2010-11-16,https://www.lemonde.fr/afrique/article/2010/11/16/alpha-conde-premier-president-guineen-democratiquement-elu_1440706_3212.html,2010
" ""Nous voulons être traitées comme des citoyennes, pas comme des femelles"", dit Rasha Kamel, une gynécologue de 38 ans, l'une des organisatrices de cette action symbolique pour ""un Tahrir sûr"", avant de tracer au feutre noir sur une pancarte ""Je suis comme ta soeur""",2012-07-07,https://www.lemonde.fr/afrique/article/2012/07/07/sur-la-place-tahrir-des-femmes-denoncent-les-agressions-sexuelles_1730626_3212.html,2012
"Annabelle Delory, la soeur de Vincent, a remis une lettre au président François Hollande, mercredi 19 septembre",2012-09-20,https://www.lemonde.fr/afrique/article/2012/09/20/les-rates-du-raid-pour-le-liberer-un-otage-tue-au-mali_1762923_3212.html,2012
Ce fils d'un militaire de l'armée malienne décédé en 2008 a toujours deux de ses soeurs à Gao,2013-01-19,https://www.lemonde.fr/afrique/article/2013/01/19/a-montreuil-mamadou-traore-dort-debout-depuis-un-an_1819445_3212.html,2013
"Traoré, quand ""les islamistes"" sont entrés dans Gao, ""[ses] soeurs ont cherché à fuir à Bamako, la capitale""",2013-01-19,https://www.lemonde.fr/afrique/article/2013/01/19/a-montreuil-mamadou-traore-dort-debout-depuis-un-an_1819445_3212.html,2013
"Traoré décrit ainsi comment ses soeurs ont vu arriver des hommes un jour, chez elles, pour une ""médiation""",2013-01-19,https://www.lemonde.fr/afrique/article/2013/01/19/a-montreuil-mamadou-traore-dort-debout-depuis-un-an_1819445_3212.html,2013
"Une autre fois, ils sont venus casser le téléphone de ma jeune soeur",2013-01-19,https://www.lemonde.fr/afrique/article/2013/01/19/a-montreuil-mamadou-traore-dort-debout-depuis-un-an_1819445_3212.html,2013
"Pour se nourrir, les soeurs de M",2013-01-19,https://www.lemonde.fr/afrique/article/2013/01/19/a-montreuil-mamadou-traore-dort-debout-depuis-un-an_1819445_3212.html,2013
et notre soeur Aafia Siddiqui (,2013-01-20,https://www.lemonde.fr/afrique/article/2013/01/20/algerie-nous-al-qaida-annoncons-cette-operation-benie_1819668_3212.html,2013
"Par sa soeur, qui est allée une fois à Djibouti, il sait ""à quel point c'est beau",2013-04-26,https://www.lemonde.fr/afrique/article/2013/04/26/ethiopie-nouveau-far-east_3167437_3212.html,2013
Sa jeune soeur rêve d'émigrer aux Etats-Unis,2013-04-26,https://www.lemonde.fr/afrique/article/2013/04/26/ethiopie-nouveau-far-east_3167437_3212.html,2013
"Les deux soeurs ont fini par rentrer à Addis-Abeba, fin 2011, le coeur serré, car le Canada où elles venaient de passer plus de vingt ans était devenu leur patrie",2013-04-26,https://www.lemonde.fr/afrique/article/2013/04/26/ethiopie-nouveau-far-east_3167437_3212.html,2013
"« Elles pensent qu’elles ont été punies par Dieu, elles ont été rejetées et sont très vulnérables », confie soeur Belainesh, infirmière en psychiatrie",2014-06-01,https://www.lemonde.fr/afrique/article/2014/06/01/la-reparation-des-fistules-une-specialite-ethiopienne_5993485_3212.html,2014
"Informé par Astrid Betancourt de la possible libération de sa soeur, Ingrid Betancourt, détenue depuis le 23 février 2002 par les Forces armées révolutionnaires de Colombie (FARC), le Quai d'Orsay a décidé d'envoyer en Amazonie, via le Brésil, une « mission d'appui humanitaire »",2005-09-23,https://www.lemonde.fr/ameriques/article/2005/09/23/une-equipe-de-la-dgse-a-participe-a-la-tentative-de-liberation-de-mme-betancourt_692410_3222.html,2005
"Début juillet, un intermédiaire avait informé Astrid Betancourt d'une possible libération de sa soeur dans les jours suivants, et lui avait proposé un rendez-vous dans la petite ville de Leticia, sur le fleuve Amazone",2005-09-23,https://www.lemonde.fr/ameriques/article/2005/09/23/une-equipe-de-la-dgse-a-participe-a-la-tentative-de-liberation-de-mme-betancourt_692410_3222.html,2005
"Le 5 juillet, la soeur d'Ingrid Betancourt arrive au lieu de rendez-vous",2005-09-23,https://www.lemonde.fr/ameriques/article/2005/09/23/une-equipe-de-la-dgse-a-participe-a-la-tentative-de-liberation-de-mme-betancourt_692410_3222.html,2005
"Elle lui demande un avion de rapatriement et une assistance médicale, craignant que sa soeur puisse être très affaiblie par un an et demi de séquestration",2005-09-23,https://www.lemonde.fr/ameriques/article/2005/09/23/une-equipe-de-la-dgse-a-participe-a-la-tentative-de-liberation-de-mme-betancourt_692410_3222.html,2005
"Par l'intermédiaire de sa soeur, Alicia Kirchner, ministre chargée du développement social, le président a consacré des millions de pesos aux travaux publics et pour se gagner le soutien d'une partie des piqueteros , ces pauvres et ces chômeurs qui coupent les routes pour exiger une aide de l'Etat",2005-10-22,https://www.lemonde.fr/ameriques/article/2005/10/22/en-argentine-le-president-nestor-kirchner-veut-faire-des-elections-legislatives-un-plebiscite-sur-sa-gestion_702362_3222.html,2005
"Au ministère du développement social, Juan Carlos Nadalich remplace Alicia Kirchner, la soeur du président, élue sénatrice pour la province de Santa Cruz",2005-11-30,https://www.lemonde.fr/ameriques/article/2005/11/30/en-argentine-le-president-kirchner-a-limoge-son-ministre-de-l-economie-roberto-lavagna_715854_3222.html,2005
"Il n'aurait jamais dû être emprisonné ni se retrouver prisonnier car il est innocent"", a déclaré sa soeur Marilu Mayo",2005-12-01,https://www.lemonde.fr/ameriques/article/2005/12/01/liberation-du-dissident-cubain-mario-enrique-mayo-emprisonne-depuis-2003_716614_3222.html,2005
" Pourtant, tout au long de son adolescence, Zacarias Moussaoui est présenté par ses anciens amis et ses soeurs comme un garçon ""attachant, drôle, se liant facilement, et très amoureux pendant des années de sa petite amie""",2006-04-18,https://www.lemonde.fr/ameriques/article/2006/04/18/la-defense-plaide-la-maladie-mentale-pour-sauver-zacarias-moussaoui_762793_3222.html,2006
" Dans une vidéo, sa soeur Djamila évoque un petit frère ""toujours souriant""",2006-04-18,https://www.lemonde.fr/ameriques/article/2006/04/18/la-defense-plaide-la-maladie-mentale-pour-sauver-zacarias-moussaoui_762793_3222.html,2006
"Son autre soeur, Nadia, se souvient : ""Nous nous identifiions aux Noirs américains",2006-04-18,https://www.lemonde.fr/ameriques/article/2006/04/18/la-defense-plaide-la-maladie-mentale-pour-sauver-zacarias-moussaoui_762793_3222.html,2006
"Le 12 mai, Alicia Kirchner, ministre du développement social et soeur du chef de l'Etat, avait été agressée par plusieurs centaines de manifestants à Rio Gallegos",2007-08-22,https://www.lemonde.fr/ameriques/article/2007/08/22/tensions-dans-la-province-de-santa-cruz-fief-du-president-argentin-nestor-kirchner_946466_3222.html,2007
"Comme sa soeur, Aleida",2007-10-08,https://www.lemonde.fr/ameriques/article/2007/10/08/aleida-guevara-la-fille-de-son-pere_964316_3222.html,2007
"Un soir, Hildita, sa grande soeur - issue du premier mariage du Che - et elle sont convoquées chez Fidel Castro, ""mon oncle"", comme elle l'appelle",2007-10-08,https://www.lemonde.fr/ameriques/article/2007/10/08/aleida-guevara-la-fille-de-son-pere_964316_3222.html,2007
Il a passé son enfance dans la banlieue ouvrière de Cleveland et il lui est arrivé d'être à la rue avec ses six frères et soeurs,2007-12-29,https://www.lemonde.fr/ameriques/article/2007/12/29/dennis-kucinich-l-heureux-elu_994484_3222.html,2007
"Le gourou indien lui avait conseillé de ne plus chercher l'âme soeur, car c'est à ce moment-là qu'elle viendrait",2007-12-29,https://www.lemonde.fr/ameriques/article/2007/12/29/dennis-kucinich-l-heureux-elu_994484_3222.html,2007
" ""JE NE VEUX PAS QUE TOUT SE PASSE TROP TARD"" La soeur d'Ingrid, Astrid Betancourt, a tenu pour sa part à souligner que ""rien de concret"" ne permettait aujourd'hui ""de dire que l'irréparable était arrivé"" à l'otage",2008-03-29,https://www.lemonde.fr/ameriques/article/2008/03/29/les-proches-d-ingrid-betancourt-s-inquietent-pour-la-sante-de-l-otage_1028956_3222.html,2008
"Elle a toutefois lancé un appel aux FARC : ""Je demande à la guérilla, au cas où l'état de santé de ma soeur s'aggrave, de contacter les autorités vénézuéliennes, françaises ou suisses"" de façon à ce qu'elles puissent intervenir sur le plan médical",2008-03-29,https://www.lemonde.fr/ameriques/article/2008/03/29/les-proches-d-ingrid-betancourt-s-inquietent-pour-la-sante-de-l-otage_1028956_3222.html,2008
"Les premiers résultats des examens médicaux pratiqués samedi 5 juillet à Paris sur Ingrid Betancourt, sont ""plutôt rassurants"", a indiqué à l'AFP sa soeur Astrid",2008-07-05,https://www.lemonde.fr/ameriques/article/2008/07/05/les-resultats-des-examens-medicaux-d-ingrid-betancourt-sont-rassurants_1066985_3222.html,2008
"Le 3 novembre, à quelques rues de la maison de Barack Obama, on a enterré la soeur et deux membres de la famille de la starlette Jennifer Hudson, assassinés par balles",2008-11-08,https://www.lemonde.fr/ameriques/article/2008/11/08/le-laboratoire-de-barack-obama_1116479_3222.html,2008
"; de relire Marcel Proust ; de discuter jusqu'à point d'heure avec sa soeur, ses enfants",2008-12-24,https://www.lemonde.fr/ameriques/article/2008/12/24/ingrid-betancourt-a-fleur-de-peau_1134784_3222.html,2008
 Vous avez des frères et soeurs,2009-01-10,https://www.lemonde.fr/ameriques/article/2009/01/10/en-1996-les-confidences-de-michelle-et-barack-obama_1140178_3222.html,2009
": J'ai une soeur du côté de ma mère, elle est à moitié indonésienne comme le second mari de ma mère, et j'ai aussi des frères et soeurs du côté kényan",2009-01-10,https://www.lemonde.fr/ameriques/article/2009/01/10/en-1996-les-confidences-de-michelle-et-barack-obama_1140178_3222.html,2009
"Obama a rencontré Soeur Carol Keehan et, le 17 mars, plusieurs dizaines de milliers de religieuses ont signé une lettre de soutien",2010-03-20,https://www.lemonde.fr/ameriques/article/2010/03/20/assurance-sante-la-tenacite-de-barack-obama_1321894_3222.html,2010
"Le monde moderne les trouve un peu trop riches en cholestérol, mais Phyllis n'est pas comme sa soeur qui habite à la ville et qui s'est mise à cuisiner diététique",2010-07-17,https://www.lemonde.fr/ameriques/article/2010/07/17/en-louisiane-les-bayous-disparaissent-le-pays-cajun-se-meurt_1389267_3222.html,2010
", a écrit sur Twitter La Toya Jackson, sa soeur aînée",2011-11-07,https://www.lemonde.fr/ameriques/article/2011/11/07/proces-jackson-le-dr-murray-reconnu-coupable-d-homicide-involontaire_1600247_3222.html,2011
" Elle contraste en tout cas avec le profil bas adopté par son frère Alejandro Castro Espin, colonel du ministère de l'intérieur, proche collaborateur du chef de l'Etat, et par le colonel d'armée Luis Alberto Rodriguez Lopez-Calleja, marié à leur soeur Deborah Castro Espin, PDG de GAESA, holding des entreprises contrôlées par les militaires",2011-11-10,https://www.lemonde.fr/ameriques/article/2011/11/10/quand-la-fille-de-raul-castro-se-lance-sur-twitter_1601859_3222.html,2011
"Le scrutin a été remporté par le candidat du PRI, Fausto Vallejo, avec 35,4 % des voix, contre 32,7 % pour celle du PAN, Luisa Maria Calderon, soeur du président, et 28,9 % pour le candidat du PRD, Silvano Aureoles",2011-11-17,https://www.lemonde.fr/ameriques/article/2011/11/17/la-gauche-mexicaine-mise-de-nouveau-sur-andres-manuel-lopez-obrador_1605330_3222.html,2011
" Tamerlan assure aussi le rôle de tuteur moral de ses frères et soeurs, qui lui vouent obéissance et respect comme le veut la tradition",2013-05-04,https://www.lemonde.fr/ameriques/article/2013/05/04/du-daghestan-a-boston-itineraire-d-un-tueur_3171025_3222.html,2013
"Le grand frère surveille la tenue vestimentaire de sa femme, rompt ses relations avec sa soeur Aylina, le jour où elle épouse en secondes noces un non-musulman",2013-05-04,https://www.lemonde.fr/ameriques/article/2013/05/04/du-daghestan-a-boston-itineraire-d-un-tueur_3171025_3222.html,2013
"La première et la seule personne à avoir été poursuivie à ce jour dans le vaste scandale des bébés enlevés, la religieuse espagnole Soeur Maria Gomez Valbuena, est décédée en janvier dernier à l'âge de 87 ans avant sa deuxième audition par la justice espagnole",2013-08-29,https://www.lemonde.fr/ameriques/article/2013/08/29/argentine-plainte-dans-l-affaire-des-bebes-voles-du-franquisme_3468705_3222.html,2013
